pid,helpful,score,text,category
B000GAYQSG,0/0,4.0,"This was a good purchase. I'm at an age where I need reading glasses so when I am driving and not wearing classes, reading a small watch numeric display is difficult. This watch combines analog hands that I can see without my glasses, and a numeric display that I can use when I am wearing my glasses and need to know the exact minute. Only disappointment is there is no light for viewing at night.",watch
B0000TIJ04,18/18,5.0,"I was looking for a cheap watch for vacation use that would be able to take swimming and hiking use and could be washed off if it got messed up. Found this watch for 45 bucks - plus it has a fairly accurate compass which I always carry when hiking. Has a fabric strap its good to 100 meters and is plastic body. The perfect combination plus it does have a nite readable face. Also has fairly big numbers which I can read w/o glasses. Perfect. And it's a Timex, what more could one ask.",watch
B000FPZ474,2/2,4.0,"I got this watch specifically for the tide function so I was slightly disappointed with the accuracy of that function. Everything else about the watch is great.Pros:Large Size - for some reason I like the large size makes me feel like I have a piece of scientific equipment on my wristBarometer- works well and checks out accurately with other sourcesCompass - Very cool option that works wellLunar Cycles - Don't use it so much, but its accurate to within a dayTimers - A few good options for setting for different purposesThermometer- Works well when the watch is off your wristWaterproof - Why yes it isCons:Tide Chart- Its not very accurate. It gives me a good idea around where the tides are, but I use it for surf fishing and need(prefer) much more accuracy. I would suggest a watch with a programmable tide chart if you want a watch for this reason.I would buy this watch knowing everything I know about it now. All the bells and whistles make up for the lack of accuracy on the tide graph. I may get a cheapo watch for surf fishing with a programmable tide option.",watch
B000PU1ED2,0/0,5.0,I have had a similar Ann Klein watch for over ten years and loved it. It is still in good shape and working perfectly but I wanted a new one that is a little dressier. This is beautiful with the Swarovski crystals around the face. I had to have some links removed but it was worth it.,watch
B000JTL8LW,0/0,5.0,It's a beautiful watch. It was heavier than expected but didn't take long getting used to.,watch
B0000TQJH4,11/12,5.0,"I bought this watch as a Christmas gift for my mom, who wanted a watch with a light brown band. The picture looked like the band was pretty light, but was described as ""tan"" in the text. When it arrived, I noted that it looked almost exactly the same shade as the picture online. Very pretty and unique watch, especially the face, but I'd call the band more of an ivory color.",watch
B000JQFX1G,0/0,4.0,I don't believe you can buy a better automatic watch for the money. I ordered this watch from the states with some trepidation; even with delivery and import tax it's 30% cheaper than buying in the UK. If it offered an ETA mechanism and sapphire glass (for a few extra pence) I would award it five stars.,watch
B0006IHHMU,2/2,5.0,"I had not worn a watch in years--they seemed uncomfortable and bulky; but recently my interest in watches suddenly perked up. I did a bunch of research, looked at pictures, and most of all--kept my budget in mind. The Seiko Black Monster Automatic Dive Watch kept showing up on peoples' lists of great watches, and the price was excellent. Ordered this from Amazon and have not removed it from my wrist since!I think it is a handsome watch, rugged but not overly built. It is easy to read the time, and it feels like a substantial piece of tool/machinery on your arm. I have grown to enjoy that feeling.Seems to keep great time (remember, I'm not a watch expert). It does the job I need it to do, and it is a pleasure to have this watch on, very enjoyable piece. Highly recommened.",watch
B000EFCOGY,1/1,4.0,The tools worked as advertised. Made it very easy to change links in new watch.The quality is not up to professional standards but I'm not a professional.,watch
B000JQLSTC,1/1,5.0,"This is the second time I have purchased this watch because it is such a great watch. Large face, Simple colors, and cool band with a cool clasp closure. I abused the first one so much that I had to get a second one to wear for nicer occasions. This watch has a cool digital clock behind the watch hands. This is my go to watch for casual everyday situations. For the price you cannot go wrong. 5 stars !!!",watch
B0007P4BEY,0/0,3.0,I didnt like the overall appearance of the watch. I think it was mostly due to its leather band which was a cheaper in look and feel. I returned it for a refund as soon as I opened it from the box.,watch
B000B55AEK,1/1,5.0,I've been wearing this particular watch for years. This is my third or fourth since I'm very hard on watches--broke the last one by dropping it face-down onto ceramic floor tile. This was the first time I'd bought one from Amazon and was surprised by how much lower the price was--I pay thirty dollars in discount department stores. Love the easy-to-read face and the night-light feature.,watch
